Investigation.Type,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Year,Model_clean
Accident,23/07/2021,"Harrah, OK",United States,Non-Fatal,Substantial,N83365,AERONCA,aeronca,No,Unknown,Unknown,Instructional,0,2,0,0,vmc,Unknown,Unknown,2021,aeronca
Incident,21/05/2013,"Lapeer, MI",United States,Non-Fatal,Minor,N5832N,ROCKWELL INTERNATIONAL,rockwell international,No,Reciprocating,Reciprocating,Flight Test,0,0,0,2,vmc,Unknown,"The malfunction of the pilots seat-latching mechanism due to a bent rod, which allowed the seat to come loose and slide full aft and resulted in a temporary loss of airplane control. ",2013,rockwell international
Accident,01/06/1982,"GREENVILLE, ME",United States,Non-Fatal,Substantial,N52178,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,0,0,0,3,vmc,Takeoff,Probable Cause,1982,cessna
Accident,04/07/1988,"VERDI, NV",United States,Fatal(1),Destroyed,N49787,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,1,0,0,0,vmc,Climb,Probable Cause,1988,cessna
Accident,30/08/2018,"Harnett, NC",United States,Non-Fatal,Substantial,N628X,Avid,avid,Yes,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Unknown,A total loss of engine power for reasons that could not be determined based on the available information. ,2018,avid
Accident,19/08/1992,"LAWRENCEVILLE, GA",United States,Fatal(1),Substantial,N5640W,Piper,piper,No,Reciprocating,Reciprocating,Personal,1,4,0,0,imc,Takeoff,Probable Cause,1992,piper
Accident,01/11/2006,"Bisbee, AZ",United States,Fatal(2),Destroyed,Unknown,Air Creations,air creations,Yes,Reciprocating,Reciprocating,Instructional,2,0,0,0,vmc,Maneuvering,Probable Cause,2006,air creations
Accident,16/10/1987,"HOUSTON, TX",United States,Fatal(1),Destroyed,N3903W,Piper,piper,No,Reciprocating,Reciprocating,Personal,1,0,0,0,vmc,Takeoff,Probable Cause,1987,piper
Accident,18/08/2018,"Westminster, MD",United States,Fatal,Substantial,N105SE,QUICKSILVER,quicksilver,No,Reciprocating,Reciprocating,Personal,2,0,0,0,vmc,Unknown,"The in-flight fracture of a stainless steel bolt that was used to secure the upper and lower wing cables to the outer attach point at the leading edge spar of the right wing due to stress corrosion cracking, which caused the right wing to fail and precluded controlled flight. Contributing to the bolt failure was the installation of a bolt that did not conform with the company's specification.",2018,quicksilver
Accident,18/04/1985,"CLARION, PA",United States,Non-Fatal,Substantial,N506AC,Piper,piper,No,Reciprocating,Reciprocating,Positioning,0,0,0,1,vmc,Landing,Probable Cause,1985,piper
Accident,03/11/1995,"RICHVALE, CA",United States,Fatal(1),Destroyed,N1049A,North American,north american,No,Reciprocating,Reciprocating,Personal,1,0,0,0,vmc,Maneuvering,Probable Cause,1995,north american
Accident,15/01/2004,"POYNOR, TX",United States,Non-Fatal,Substantial,N4136S,Piper,piper,No,Reciprocating,Reciprocating,Personal,0,0,0,2,vmc,Landing,Probable Cause,2004,piper
Accident,19/07/2010,"Clyde, OH",United States,Non-Fatal,Substantial,N5855G,CESSNA,cessna,No,Reciprocating,Reciprocating,Aerial Application,0,0,1,0,vmc,Unknown,The pilot's failure to maintain clearance from a grain auger during aerial application maneuvers.,2010,cessna
Accident,02/12/2003,"OKLAHOMA CITY, OK",United States,Non-Fatal,Substantial,N815M,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,0,0,0,2,vmc,Approach,Probable Cause,2003,cessna
Accident,19/10/2007,"Morrison, MO",United States,Non-Fatal,Destroyed,N3246H,Robinson,robinson,No,Turbo Shaft,Turbo Shaft,Personal,0,0,0,1,vmc,Landing,Probable Cause,2007,robinson
Accident,28/09/2017,"Umatilla, FL",United States,Fatal,Destroyed,N152AH,HICKOX ANDY,hickox andy,Yes,Reciprocating,Reciprocating,Personal,1,0,0,0,vmc,Unknown,"The pilot's improper response to a total loss of engine power, which resulted in main rotor blade contact with the rudder and vertical stabilizer, and a subsequent uncontrolled descent. The loss of engine power was due to the separation of the electrical connector to the coil of the crank triggered ignition system.",2017,hickox andy
Accident,19/04/2018,"Bulberde, TX",United States,Non-Fatal,Substantial,N3535X,MOONEY,mooney,No,Reciprocating,Reciprocating,Ferry,0,0,0,4,vmc,Unknown,"The pilots unstabilized approach, which resulted in the airplane landing long and fast, and the pilots subsequent decision to steer the airplane off the side of the runway to avoid a runway overrun.
",2018,mooney
Accident,26/06/1991,"VAIL, CO",United States,Non-Fatal,Substantial,N45747,Boeing,boeing,No,Reciprocating,Reciprocating,Personal,0,0,2,0,vmc,Cruise,Probable Cause,1991,boeing
Accident,20/07/2001,"Palm Springs, CA",United States,Fatal(2),Destroyed,N25063,Mcdougall,mcdougall,Yes,Reciprocating,Reciprocating,Personal,2,0,0,0,vmc,Cruise,Probable Cause,2001,mcdougall
Accident,13/02/1985,"WESTVILLE, FL",United States,Non-Fatal,Substantial,N2316O,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,0,0,0,2,vmc,Cruise,Probable Cause,1985,cessna
Accident,04/07/1987,"VENICE, LA",United States,Fatal(1),Destroyed,N5796M,Aerospatiale,aerospatiale,No,Turbo Shaft,Turbo Shaft,Unknown,1,0,0,0,vmc,Cruise,Probable Cause,1987,aerospatiale
Incident,07/11/2012,"Atlanta, GA",United States,Non-Fatal,Unknown,N908DE,BOEING,boeing,No,Turbo Jet,Turbo Jet,Unknown,0,0,0,147,UNK,Unknown,"
The  4th stage turbine blade separation that resulted in an uncontained release of low pressure turbine blade material was Delta Air Lines' repair process for the turbine blades' tip shrouds.  It was not possible to identify the part of the repair process that led to the premature wear of the blade's tip shoud and subsequent separation.",2012,boeing
Accident,12/07/1996,"LEWISTOWN, MT",United States,Non-Fatal,Substantial,N3156A,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,0,0,0,2,vmc,Landing,Probable Cause,1996,cessna
Accident,20/04/1991,"PHOENIX, AZ",United States,Non-Fatal,Substantial,N4066J,Robinson,robinson,No,Reciprocating,Reciprocating,Instructional,0,1,1,0,vmc,Descent,Probable Cause,1991,robinson
Accident,16/08/1986,"LINDEN, MI",United States,Non-Fatal,Substantial,N40754,Piper,piper,No,Reciprocating,Reciprocating,Personal,0,0,3,1,vmc,Takeoff,Probable Cause,1986,piper
Accident,18/02/2004,"MEMPHIS, MO",United States,Non-Fatal,Substantial,N3419A,Piper,piper,No,Reciprocating,Reciprocating,Instructional,0,0,0,2,vmc,Landing,Probable Cause,2004,piper
Accident,23/07/2011,"Huesca, Spain",Spain,Unknown,Minor,G-CCRC,CESSNA,cessna,No,Unknown,Unknown,Unknown,0,0,0,0,UNK,Unknown,Unknown,2011,cessna
Incident,26/04/2022,"Queensland, ",American Samoa,Unknown,Minor,VH-YFZ,BOEING,boeing,No,Unknown,Unknown,Unknown,0,0,0,0,UNK,Unknown,Unknown,2022,boeing
Accident,20/11/2019,"San Marcos, TX",United States,Fatal,Destroyed,N88855,RAYTHEON,raytheon,No,Reciprocating,Reciprocating,Business,1,0,0,0,imc,Unknown,The pilots loss of control shortly after takeoff in instrument meteorological conditions for reasons that could not be determined based on the available information.,2019,raytheon
Accident,17/11/1984,"FLORENCE, SC",United States,Non-Fatal,Substantial,N6268B,Aero Commander,aero commander,No,Reciprocating,Reciprocating,Personal,0,0,1,0,vmc,Approach,Probable Cause,1984,aero commander
Accident,20/06/1999,"SAN DIEGO, CA",United States,Non-Fatal,Destroyed,N61560,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,0,1,0,0,vmc,Cruise,Probable Cause,1999,cessna
Accident,18/06/1995,"GRAND RIVER, OH",United States,Non-Fatal,Substantial,N33719,Aeronca,aeronca,No,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Takeoff,Probable Cause,1995,aeronca
Accident,05/11/1986,"LIBERAL, KS",United States,Fatal(1),Destroyed,N510SU,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,1,0,0,0,vmc,Takeoff,Probable Cause,1986,cessna
Accident,20/05/1989,"FARMINGTON, NM",United States,Non-Fatal,Substantial,N71HM,Mccoy,mccoy,Yes,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Takeoff,Probable Cause,1989,mccoy
Accident,05/04/1987,"HORIZON CITY, TX",United States,Non-Fatal,Destroyed,N85397,Aeronca,aeronca,No,Reciprocating,Reciprocating,Personal,0,1,1,0,vmc,Go-around,Probable Cause,1987,aeronca
Accident,09/08/1983,"MINDEN, NE",United States,Non-Fatal,Substantial,N30545,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,0,1,2,0,vmc,Takeoff,Probable Cause,1983,cessna
Accident,16/06/1984,"POCAHONTAS, AR",United States,Non-Fatal,Substantial,N4913X,Rockwell,rockwell,No,Reciprocating,Reciprocating,Aerial Application,0,0,0,1,vmc,Maneuvering,Probable Cause,1984,rockwell
Accident,04/09/2008,"Almogordo, NM",United States,Non-Fatal,Substantial,N9783B,CESSNA,cessna,No,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Unknown,The pilot's failure to extend the airplane's landing gear before landing.,2008,cessna
Accident,18/04/1984,"CONCORD, MA",United States,Fatal(1),Destroyed,N4467X,Piper,piper,No,Reciprocating,Reciprocating,Business,1,0,0,0,imc,Approach,Probable Cause,1984,piper
Accident,28/06/1997,"FORT WORTH, TX",United States,Non-Fatal,Substantial,N53795,Cessna,cessna,No,Reciprocating,Reciprocating,Instructional,0,0,0,2,vmc,Taxi,Probable Cause,1997,cessna
Accident,25/10/2011,"St. Paul, OR",United States,Fatal,Substantial,N3062H,PIPER,piper,No,Reciprocating,Reciprocating,Instructional,1,0,0,2,vmc,Unknown,The pilot was unable to see the other aircraft to avoid a collision.,2011,piper
Accident,04/10/1989,"WAUCHULA, FL",United States,Non-Fatal,Substantial,N21752,Cessna,cessna,No,Reciprocating,Reciprocating,Aerial Application,0,0,0,1,vmc,Maneuvering,Probable Cause,1989,cessna
Accident,26/05/2004,"PEYTON, CO",United States,Non-Fatal,Substantial,N4173Y,Bellanca,bellanca,No,Reciprocating,Reciprocating,Personal,0,0,1,1,vmc,Landing,Probable Cause,2004,bellanca
Accident,27/05/2002,"Swan River, Canada",Canada,Non-Fatal,Destroyed,N753,Cessna,cessna,No,Unknown,Unknown,Public Aircraft,0,0,1,1,vmc,Unknown,Foreign,2002,cessna
Accident,13/10/1998,"REGGIO CALABRIA, ITALY",Italy,Unavailable,Substantial,Unknown,Schweizer,schweizer,No,Unknown,Unknown,Unknown,0,0,0,0,UNK,Unknown,Foreign,1998,schweizer
Accident,18/09/2010,"Kokomo, IN",United States,Non-Fatal,Substantial,N343BG,MCCAULEY GENE E,mccauley gene e,Yes,Reciprocating,Reciprocating,Personal,0,2,0,0,vmc,Unknown,"Collapse of the nose landing gear during landing rollout on an unpaved runway due to a loss of ground clearance with the landing gear fork, causing the airplane to nose over.",2010,mccauley gene e
Accident,08/04/2018,"Smethport, PA",United States,Fatal,Destroyed,N602BP,MD HELICOPTER,md helicopter,No,Turbo Shaft,Turbo Shaft,Other Work Use,2,0,1,0,vmc,Unknown,"The helicopter pilot's failure to maintain adequate clearance during power line construction work, which resulted in the helicopter's main rotor striking and becoming entangled with a wire and a subsequent dynamic rollover and collision with terrain. Contributing to the accident was the pilot's and linemen's decision to continue work without a secondary safety device installed, which was contrary to standard operating procedures.",2018,md helicopter
Accident,06/07/1989,"HILLIARD, FL",United States,Non-Fatal,Substantial,N9473N,Piper,piper,No,Reciprocating,Reciprocating,Personal,0,0,1,0,vmc,Takeoff,Probable Cause,1989,piper
Accident,24/06/1982,"JUNEAU, AK",United States,Non-Fatal,Substantial,N8320Q,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,0,0,0,6,vmc,Climb,Probable Cause,1982,cessna
Accident,17/07/1998,"LELAND, IL",United States,Non-Fatal,Substantial,N75HM,Piper,piper,No,Reciprocating,Reciprocating,Aerial Application,0,0,0,2,vmc,Landing,Probable Cause,1998,piper
Accident,25/09/2015,"Pagosa Springs, CO",United States,Fatal,Destroyed,N193Q,BEECH,beech,No,Reciprocating,Reciprocating,Personal,2,0,0,0,vmc,Unknown,"Improper engine assembly by unknown maintenance personnel, which resulted in the failure of the No. 6 connecting rod due to oil starvation from the shifting of the crankshaft's No. 4 main bearing.",2015,beech
Accident,11/05/2010,"Tuscaloosa, AL",United States,Fatal,Substantial,N424LF,CIRRUS DESIGN CORP,cirrus design corp,No,Reciprocating,Reciprocating,Personal,2,0,0,0,vmc,Unknown,"The pilot's failure to maintain adequate airspeed while maneuvering to land, which resulted in an aerodynamic stall/spin and collision with the ground.",2010,cirrus design corp
Accident,02/09/2016,"Honolulu, HI",United States,Non-Fatal,Unknown,N5232G,MCDONNELL DOUGLAS HELICOPTER,mcdonnell douglas helicopter,No,Turbo Shaft,Turbo Shaft,Public Aircraft - Local,0,0,1,3,vmc,Unknown,"The pilot's failure to maintain helicopter control in gusting wind conditions, which resulted in the helicopter rescue nets contact with a utility pole and serious injury to an occupant who fell from the rescue net. Contributing to the accident was the pilots and rescue personnels decision to continue the extraction in proximity to the pole.   
 
 
",2016,mcdonnell douglas helicopter
Accident,23/01/2018,"Sauk Centre, MN",United States,Fatal,Substantial,N251WT,SKWIRA MATTHEW J,skwira matthew j,Yes,Reciprocating,Reciprocating,Personal,1,0,0,0,vmc,Unknown,Impact with terrain for reasons that could not be determined based on the available information.,2018,skwira matthew j
Accident,27/08/1984,"NEW ATHENS, OH",United States,Non-Fatal,Substantial,N26490,Meyers Aircraft Co.,meyers aircraft co.,No,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Cruise,Probable Cause,1984,meyers aircraft co.
Accident,22/07/2021,"New Albany, MS",United States,Non-Fatal,Substantial,N6474Q,MOONEY,mooney,No,Unknown,Unknown,Personal,0,0,0,1,UNK,Unknown,Unknown,2021,mooney
Accident,26/09/1999,"PILOT POINT, AK",United States,Non-Fatal,Substantial,N4563B,Cessna,cessna,No,Reciprocating,Reciprocating,Business,0,0,0,1,vmc,Landing,Probable Cause,1999,cessna
Accident,22/08/1995,"DALHART, TX",United States,Non-Fatal,Substantial,N3169U,Air Tractor,air tractor,No,Reciprocating,Reciprocating,Aerial Application,0,0,0,1,vmc,Takeoff,Probable Cause,1995,air tractor
Accident,08/02/2007,"MANOKOTAK, AK",United States,Non-Fatal,Substantial,N3889X,Aero Commander,aero commander,No,Reciprocating,Reciprocating,Personal,0,0,0,2,imc,Cruise,Probable Cause,2007,aero commander
Accident,12/04/1983,"VERO BEACH, FL",United States,Non-Fatal,Substantial,N8724U,Cessna,cessna,No,Reciprocating,Reciprocating,Instructional,0,0,0,1,vmc,Landing,Probable Cause,1983,cessna
Accident,16/02/2003,"STOCKTON, CA",United States,Non-Fatal,Substantial,N5089V,Cessna,cessna,No,Reciprocating,Reciprocating,Other Work Use,0,1,2,0,vmc,Maneuvering,Probable Cause,2003,cessna
Accident,08/06/2014,"Mesa, AZ",United States,Non-Fatal,Substantial,N504MP,MCDONNELL DOUGLAS HELICOPTER,mcdonnell douglas helicopter,No,Turbo Shaft,Turbo Shaft,Public Aircraft - Local,0,0,0,2,vmc,Unknown,The loss of engine power during cruise flight due to the decoupling of the engines turbine and compressor sections. Contributing to the decoupling was the excessive wear of the turbine-to-compressor coupling components due maintenance personnels placement of an incorrect shim during a compressor section overhaul and a latent misalignment within the exhaust collector.,2014,mcdonnell douglas helicopter
Accident,04/12/2002,"PHELAN, CA",United States,Fatal(1),Substantial,N15969,Piper,piper,No,Reciprocating,Reciprocating,Instructional,1,0,0,0,vmc,Maneuvering,Probable Cause,2002,piper
Accident,02/03/1984,"LEWISTON, ID",United States,Fatal(5),Destroyed,N2868D,Piper,piper,No,Reciprocating,Reciprocating,Personal,5,0,0,0,UNK,Cruise,Probable Cause,1984,piper
Accident,27/04/1993,"PADUCAH, KY",United States,Non-Fatal,Substantial,N6126S,Air & Space,air & space,No,Reciprocating,Reciprocating,Instructional,0,0,0,2,vmc,Takeoff,Probable Cause,1993,air & space
Accident,29/11/1991,"LAS CRUCES, NM",United States,Non-Fatal,Substantial,N1906N,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Landing,Probable Cause,1991,cessna
Accident,10/12/1999,"HARPER, OR",United States,Fatal(1),Substantial,N5347C,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,1,0,0,0,UNK,Maneuvering,Probable Cause,1999,cessna
Accident,29/06/1983,"PHILADELPHIA, PA",United States,Non-Fatal,Substantial,N49101,Thorpe,thorpe,Yes,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Landing,Probable Cause,1983,thorpe
Incident,29/11/1996,"LOS ANGELES, CA",United States,Incident,Unknown,N291SW,Embraer,embraer,No,Turbo Prop,Turbo Prop,Unknown,0,0,1,17,vmc,Approach,Probable Cause,1996,embraer
Accident,17/07/1996,"MOUNTAIN HOME, AR",United States,Non-Fatal,Substantial,N55369,Piper,piper,No,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Landing,Probable Cause,1996,piper
Accident,19/11/2020,"El Paso, TX",United States,Non-Fatal,Substantial,N5XY,CESSNA,cessna,No,Reciprocating,Reciprocating,Personal,0,0,0,2,vmc,Unknown,"The pilots loss of control on takeoff during a touch and go landing, which resulted in a runway excursion. ",2020,cessna
Accident,07/08/2013,"Heist, Germany",Germany,Unknown,Destroyed,D-EGUP,CESSNA,cessna,No,Unknown,Unknown,Unknown,0,0,0,0,UNK,Unknown,Unknown,2013,cessna
Accident,07/12/1985,"IDAHO FALLS, ID",United States,Non-Fatal,Substantial,N5635D,Maule,maule,No,Reciprocating,Reciprocating,Positioning,0,0,0,1,imc,Approach,Probable Cause,1985,maule
Accident,13/03/2007,"PUEBLO, CO",United States,Non-Fatal,Substantial,N39810,Burkhart Grob Flugzeugbau,burkhart grob flugzeugbau,No,Unknown,Unknown,Personal,0,0,0,2,vmc,Taxi,Probable Cause,2007,burkhart grob flugzeugbau
Accident,11/03/2019,"Oskaloosa, IA",United States,Non-Fatal,Substantial,N334SL,Cessna,cessna,No,Reciprocating,Reciprocating,Instructional,0,0,0,1,vmc,Unknown,"The student pilot's failure to maintain directional control during landing with a left quartering tailwind, which resulted in a runway excursion, impact with a snowbank, and a nose-over.
",2019,cessna
Accident,26/12/2013,"Biglerville, PA",United States,Fatal,Destroyed,N8372Y,PIPER,piper,No,Reciprocating,Reciprocating,Personal,2,0,0,0,vmc,Unknown,The noninstrument-rated pilot's spatial disorientation after inadvertently encountering instrument meteorological conditions at night and his subsequent loss of airplane control.,2013,piper
Accident,11/12/1991,"ORFORD, NH",United States,Non-Fatal,Substantial,N48156,Cessna,cessna,No,Reciprocating,Reciprocating,Instructional,0,0,0,1,vmc,Cruise,Probable Cause,1991,cessna
Accident,14/10/2002,"LOA, UT",United States,Non-Fatal,Substantial,N74530,Mooney,mooney,No,Reciprocating,Reciprocating,Personal,0,0,0,2,vmc,Climb,Probable Cause,2002,mooney
Accident,03/03/1991,"VAN NUYS, CA",United States,Non-Fatal,Substantial,N2505A,Piper,piper,No,Reciprocating,Reciprocating,Personal,0,0,0,3,vmc,Standing,Probable Cause,1991,piper
Accident,30/05/1991,"HOLLAND, MI",United States,Non-Fatal,Substantial,N714UH,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,0,0,0,2,vmc,Landing,Probable Cause,1991,cessna
Accident,19/11/1983,"NEAR NAPLES, FL",United States,Fatal(2),Destroyed,N1826Z,Beech,beech,No,Reciprocating,Reciprocating,Instructional,2,0,0,0,vmc,Maneuvering,Probable Cause,1983,beech
Accident,16/08/1987,"LAKEWOOD, NJ",United States,Non-Fatal,Destroyed,N41994,Piper,piper,No,Reciprocating,Reciprocating,Personal,0,1,1,0,vmc,Cruise,Probable Cause,1987,piper
Accident,11/11/1998,"ERIE, CO",United States,Non-Fatal,Destroyed,N8236Z,Piper,piper,No,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Cruise,Probable Cause,1998,piper
